Store Number,Convenience,Shopping,Specialty,Unsought,Other,Percentage Investment
19119,9920,390,4957,4573,10610,7.3
19119,6368,314,2705,3349,5792,7.3
19119,10677,316,5521,4840,11406,7.3
19121,8628,250,4629,3749,7068,7.8
19121,23530,843,13201,9486,20156,7.8
19121,11617,422,6360,4835,10704,7.8
19123,30976,1814,17404,11758,28116,12.3
19123,6952,329,3273,3350,6724,12.3
19125,5517,267,2596,2654,4302,8.5
19125,4869,255,2721,1893,4305,8.5
19125,22521,922,13887,7712,23709,8.5
19125,29908,927,14903,14078,39247,8.5
19125,9131,369,4876,3886,8459,8.5
19171,6657,289,2044,4324,5452,12.1
19171,20033,1308,12258,6467,18587,12.1
19171,6022,232,3093,2697,5723,12.1
19127,71877,6438,46639,18800,65728,12.2
19127,11001,372,5786,4843,10191,12.2
19127,10891,379,4152,6360,10908,12.2
19129,26123,1181,14456,10486,24828,8.8
19129,7501,344,3137,4020,7973,8.8
19131,11595,449,6243,4903,10925,10.1
19131,9164,289,3785,5090,18492,10.1
19133,9078,550,4195,4333,9615,12.8
19133,10036,430,5075,4531,8376,12.8
19133,3110,148,1120,1842,3128,12.8
19135,15340,800,9316,5224,13579,12.5
19137,16406,988,8302,7116,14718,12.9
19137,3205,112,1390,1703,2634,12.9
19137,5625,239,2424,2962,4215,12.9
19139,10893,358,5578,4957,16018,10.8
19139,68312,3615,42815,21882,59324,10.8
19139,16636,1206,9254,6176,14647,10.8
19141,9073,353,4130,4590,8402,10.1
19141,9486,392,3938,5156,8770,10.1
19141,14025,607,7431,5987,11734,10.1
19143,9749,484,5126,4139,8479,10.5
19145,11784,921,6092,4771,10872,14.7
19145,3026,131,1471,1424,2841,14.7
19145,3590,150,1647,1793,3614,14.7
19145,13585,745,6964,5876,12393,14.7
19147,10975,455,4289,6231,9784,10.3
19147,5571,238,2184,3149,5195,10.3
19147,3701,205,1777,1719,3478,10.3
19147,5057,172,2034,2851,4319,10.3
19149,7209,280,3464,3465,6519,8.4
19149,9583,229,3523,5831,8802,8.4
19149,6304,325,2971,3008,5328,8.4
19149,25622,984,15337,9301,24555,8.4
19149,5595,177,2225,3193,4470,8.4
19151,4732,265,2045,2422,3834,11.8
19151,11182,499,3642,7041,9882,11.8
19151,11272,7905,2556,811,23997,11.8
19153,142210,3671,74491,64048,128101,10.9
19153,21611,736,12982,7893,18838,10.9
19153,482554,48186,289237,145131,489020,10.9
19153,97623,2928,47369,47326,119610,10.9
19153,19969,387,10775,8807,17893,10.9
19153,95247,3710,51592,39945,85439,10.9
19153,20302,2023,7411,10868,19501,10.9
19153,56592,1603,24174,30815,52069,10.9
19153,132112,4532,59751,67829,117844,10.9
19153,31385,22403,6311,2671,66797,10.9
19155,8914,344,3792,4778,11845,10.3
19155,10281,456,4035,5790,18209,10.3
19155,135960,9871,77189,48900,133000,10.3
19155,41054,1621,17064,22369,36268,10.3
19155,9283,236,4256,4791,7600,10.3
19155,9287,237,3501,5549,7846,10.3
19155,9685,190,4351,5144,8715,10.3
19155,2953,86,612,2255,2118,10.3
19155,12949,8640,2593,1716,26670,10.3
19157,7609,305,3625,3679,6686,11
19157,21997,873,11139,9985,21975,11
19157,7396,398,2979,4019,10739,11
19159,2065,153,660,1252,1989,14.3
19159,10175,492,4480,5203,11206,14.3
19161,5414,198,2057,3159,4984,11.6
19161,6198,311,2086,3801,5315,11.6
19161,11768,591,5766,5411,10673,11.6
19163,57462,2683,27700,27079,51872,13.4
19163,215968,19566,122289,74113,224222,13.4
19163,39209,1491,21821,15897,36763,13.4
19163,13643,9051,2723,1869,34605,13.4
19163,55216,1276,29768,24172,56653,13.4
19167,10814,625,5480,4709,10585,7.3
19167,17079,649,8579,7851,14643,7.3
19167,8579,338,4447,3794,8290,7.3
19167,17993,791,9743,7459,18925,7.3
19167,11149,790,6197,4162,9970,7.3
19169,68327,2459,25078,40790,85609,19.2
19169,6165,208,3404,2553,5801,19.2
19169,7857,283,3301,4273,6531,19.2
19169,19148,369,8801,9978,16310,19.2
19169,22104,521,12576,9007,18228,19.2
19169,21611,871,11905,8835,23303,19.2
19169,12777,396,6892,5489,13585,19.2
19173,7000,862,3200,2938,8499,12.3
19173,6492,355,3384,2753,6244,12.3
19175,18921,1101,10519,7301,17608,13.2
19175,7961,482,4078,3401,7055,13.2
19177,5075,261,2624,2190,4778,14.5
19177,8637,745,4263,3629,11723,14.5
19179,12218,488,5365,6365,11672,16.6
19179,55947,4477,38021,13449,51271,16.6
19179,9423,7306,2014,103,23943,16.6
19179,9185,729,4398,4058,15246,16.6
19181,24684,1020,15406,8258,22627,6.8
19181,47195,1407,25696,20092,50987,6.8
19181,7575,282,3640,3653,6986,6.8
19181,34220,1029,20433,12758,28794,6.8
19181,7923,278,4435,3210,7236,6.8
19183,10502,289,4317,5896,9123,9.9
19183,28378,1268,13807,13303,27778,9.9
19183,18495,916,8485,9094,21974,9.9
19187,53165,5579,30585,17001,47867,14.3
19187,8187,294,3356,4537,7485,14.3
19187,8521,386,3700,4435,8596,14.3
19189,6903,431,2598,3874,6615,10.5
19189,16699,542,8358,7799,15839,10.5
19189,8734,458,4051,4225,8800,10.5
19193,6098,284,2467,3347,5300,13.3
19193,8529,292,4138,4099,7717,13.3
19193,20490,755,9580,10155,18607,13.3
19193,188700,14185,127428,47087,182512,13.3
19193,11751,8618,2608,525,28763,13.3
19193,7877,292,2803,4782,7666,13.3
19193,7220,310,3894,3016,6878,13.3
19195,7740,329,3194,4217,7184,8.9
19195,11338,598,5171,5569,10657,8.9
19197,10834,659,5175,5000,9455,12.6
19197,13903,811,6504,6588,13226,12.6
19197,12069,797,6371,4901,10887,12.6
20127,4544,171,2829,1544,4288,11.8
20127,9522,422,6022,3078,9022,11.8
20101,4232,125,2194,1913,3635,10.1
20101,1334,72,829,433,1361,10.1
20103,26301,436,17630,8235,26662,8.8
20103,8428,272,6403,1753,7836,8.8
20103,22360,12698,9003,659,25551,8.8
20103,31620,907,22152,8561,40518,8.8
20103,23021,635,16253,6133,22317,8.8
20103,48156,4155,32693,11308,42341,8.8
20105,5091,284,3412,1395,4817,12.4
20105,3311,137,2233,941,3498,12.4
20107,13405,458,7605,5342,11823,16.6
20107,8665,378,5634,2653,6772,16.6
20107,4855,294,3931,630,4639,16.6
20109,4879,206,3150,1523,5090,9.9
20109,1509,48,827,634,1673,9.9
20111,6291,263,3742,2286,5612,16.3
20111,50785,3912,38736,8137,47340,16.3
20111,7761,242,4795,2724,6570,16.3
20113,5499,223,3523,1753,5238,9.7
20113,5730,155,3764,1811,5040,9.7
20113,11392,292,8615,2485,10240,9.7
20113,26375,1962,16291,8122,25022,9.7
20113,5568,174,3366,2028,4737,9.7
20115,7959,253,5486,2220,7331,11.2
20115,4145,129,3229,787,3651,11.2
20115,6951,280,4954,1717,6340,11.2
20115,4138,164,2632,1342,3696,11.2
20115,3998,120,3064,814,3990,11.2
20117,6611,262,4705,1644,6288,10.3
20117,9355,344,5649,3362,10117,10.3
20117,6003,239,4414,1350,5226,10.3
20119,2751,237,1663,851,2540,10.9
20119,4342,194,3102,1046,5086,10.9
20121,21144,430,12679,8035,16464,8.2
20121,18324,963,12454,4907,16392,8.2
20121,25820,994,15597,9229,39334,8.2
20123,10851,370,6898,3583,10027,11.9
20123,4350,244,2782,1324,3970,11.9
20125,8634,525,6455,1654,8368,18.9
20125,9987,730,8426,831,9390,18.9
20125,21343,2714,13595,5034,21114,18.9
20125,24655,1687,16433,6535,24052,18.9
20129,8996,457,7450,1089,9142,12.4
20129,2839,132,1911,796,2707,12.4
20131,6518,276,4342,1900,6755,9.3
20131,12827,466,8492,3869,12669,9.3
20133,20463,1398,15676,3389,20253,16.4
20133,8406,506,5681,2219,8313,16.4
20135,3848,193,2560,1095,3759,11.3
20135,2700,91,1484,1125,2272,11.3
20137,2907,150,1947,810,2810,13.7
20137,8787,324,6326,2137,11272,13.7
20139,3981,160,3265,556,3631,10.9
20139,4941,139,4045,757,4844,10.9
20139,3634,197,2891,546,3609,10.9
20139,7948,321,6321,1306,7915,10.9
20139,12987,530,9717,2740,13036,10.9
20141,4089,241,2790,1058,3938,14.2
20141,2129,66,1348,715,2389,14.2
20143,8108,295,5726,2087,7386,10.7
20143,7934,290,5912,1732,12015,10.7
20145,12346,547,8791,3008,13012,14.7
20145,2117,81,1493,543,1947,14.7
20147,2542,122,1803,617,2478,12.6
20147,7130,281,5574,1275,7005,12.6
20149,4265,189,2985,1091,4021,8.2
20149,15726,835,8339,6552,15180,8.2
20149,16992,498,12221,4273,15599,8.2
20149,10741,301,8391,2049,9681,8.2
20151,13417,574,9430,3413,12752,11.4
20151,5196,174,3649,1373,4465,11.4
20153,4421,211,3002,1208,4001,12.4
20155,26524,874,16377,9273,33622,14.7
20155,11668,451,7987,3230,12227,14.7
20155,66567,7887,42458,16222,57587,14.7
20155,4891,216,2798,1877,5042,14.7
20155,13431,718,9949,2764,13192,14.7
20155,3787,80,2762,945,3438,14.7
20157,3205,147,2217,841,3216,11.4
20157,6173,300,4075,1798,5673,11.4
20159,3022,542,1773,707,3463,12.8
20159,10947,646,8425,1876,13523,12.8
20159,7613,243,5431,1939,7341,12.8
20159,4463,128,2799,1536,4561,12.8
20161,3200,163,1906,1131,2886,18.2
20161,8367,282,6058,2027,8017,18.2
20161,78451,7791,41360,29300,75645,18.2
20163,2184,85,1473,626,1853,11.9
20163,4743,175,3386,1182,4484,11.9
20163,4343,182,2618,1543,4133,11.9
20165,3702,168,2635,899,3699,12
20165,3310,123,2229,958,3179,12
20167,9847,789,6315,2743,9377,14.5
20169,6142,240,4740,1162,5907,12
20169,8283,203,5636,2444,8226,12
20169,94365,11329,59289,23747,178521,12
20171,11576,542,6722,4312,10412,7.5
20173,20794,351,14121,6322,19455,14.9
20173,9623,265,7448,1910,24436,14.9
20173,13547,361,9729,3457,12258,14.9
20173,75413,4897,49621,20895,80571,14.9
20173,61296,1549,43507,16240,53373,14.9
20173,61115,4154,48083,8878,61886,14.9
20173,76856,1652,52756,22448,98481,14.9
20173,19760,1190,12805,5765,17460,14.9
20173,31247,1048,22624,7575,28403,14.9
20173,666255,73972,427935,164348,594322,14.9
20175,9482,656,6844,1982,9323,13.6
20175,59961,6022,45741,8198,111371,13.6
20177,178375,28455,123118,26802,209642,10.9
20177,42604,2506,29594,10504,56829,10.9
20177,8508,307,6290,1911,7743,10.9
20177,65315,3725,41301,20289,59263,10.9
20177,38610,2197,27172,9241,36841,10.9
20179,4256,134,2754,1368,4125,11.5
20179,2887,169,2196,522,2893,11.5
20181,13005,603,8705,3697,11289,14.4
20183,3683,221,2523,939,3527,14.2
20183,5568,224,3738,1606,5166,14.2
20185,3912,218,2483,1211,3977,13.3
20185,4964,244,3105,1615,4918,13.3
20185,4097,326,2578,1193,4123,13.3
20187,6160,382,3826,1952,6224,10.9
20189,3334,273,2149,912,3218,10
20189,16287,847,8215,7225,12733,10
20191,2530,94,1823,613,2496,13.5
20191,8151,306,6324,1521,8239,13.5
20191,4037,150,2680,1207,3661,13.5
20191,6382,241,5004,1137,5809,13.5
20191,5242,137,3953,1152,4786,13.5
20191,3161,108,2331,722,2714,13.5
20191,19440,1454,14618,3368,24543,13.5
20193,1843,35,1275,533,1648,10.5
20193,12103,501,6959,4643,9912,10.5
20195,5161,161,3267,1733,4995,11
20197,7678,395,4841,2442,6581,8.1
20197,6650,204,4280,2166,6357,8.1
20199,2811,73,1762,976,2813,12.1
20199,1628,63,1033,532,1695,12.1
20201,5636,189,3318,2129,5357,10.8
20201,4933,197,3085,1651,4276,10.8
20203,5922,283,3615,2024,5853,11.7
20205,8207,507,5964,1736,7964,16.4
20205,9306,530,6873,1903,13335,16.4
20205,3047,192,2131,724,2802,16.4
20207,5964,506,4316,1142,5848,18.4
20209,21962,402,12611,8949,20463,19.4
20209,51413,4769,38701,7943,44884,19.4
20209,276568,37274,201720,37574,268810,19.4
20209,33291,2081,22229,8981,28103,19.4
21101,78323,8187,47721,22415,78432,17.1
21103,9024,917,6032,2075,13109,18.5
21105,9583,1206,5798,2579,8864,20.1
21107,6855,807,5305,743,6336,18.3
21107,72557,7309,47254,17994,69767,18.3
21111,7621,133,1927,5561,6857,14.9
21113,86832,7089,47720,32023,84160,15.9
21115,9587,1098,5331,3158,9121,25.9
21117,14624,543,7550,6531,18597,12.6
21117,55779,8603,28886,18290,53326,12.6
21117,29300,4084,15417,9799,26947,12.6
21117,149102,9140,77086,62876,150504,12.6
21117,10048,1455,6187,2406,10246,12.6
21119,28783,4975,16457,7351,26970,38.2
21121,6447,814,4604,1029,5905,39.2
21121,54648,8610,37560,8478,52789,39.2
21123,26168,2808,18680,4680,24956,16.9
21125,5332,645,4212,475,5781,23.2
21125,92258,10738,61669,19851,98918,23.2
21127,27650,4122,17646,5882,25249,27.1
21131,21640,3516,13942,4182,19815,31.8
21133,6830,1252,4576,1002,6498,31.6
21133,38228,6001,25116,7111,34295,31.6
21135,23967,3564,17050,3353,23948,26.8
21139,15785,2362,7744,5679,15122,14.5
21141,35398,3762,23612,8024,41118,17.5
21141,12526,1704,7737,3085,12321,17.5
21143,9277,862,3991,4424,8920,16.4
21145,72762,6586,37428,28748,67682,18.7
21145,39946,7784,19936,12226,37920,18.7
21147,33133,5680,24188,3265,33754,39.3
21149,17364,1499,11875,3990,16389,17.3
21151,13368,1830,8708,2830,12569,21.3
21153,37216,5130,20320,11766,43800,31.9
21157,50903,4176,27906,18821,65388,12.1
21159,23358,4659,15101,3598,23733,39.3
21161,29181,3506,17413,8262,28719,19.4
21163,49654,4105,34401,11148,45765,13.4
21165,12542,2031,8779,1732,11966,24.1
21167,5370,568,2936,1866,4858,14.5
21167,32469,2931,18824,10714,31086,14.5
21169,18954,2931,12572,3451,22652,22.7
21177,58033,5421,36487,16125,48925,19.6
21179,29823,2627,16546,10650,32620,11.6
21179,51388,4205,27548,19635,46352,11.6
21181,11738,1727,8038,1973,13395,19.8
21183,42057,5289,28405,8363,39429,20.3
21185,131652,5960,67441,58251,134337,5.9
21187,20493,2181,13314,4998,19007,18.2
21189,10612,3403,6034,1175,10403,45.2
21191,26710,2872,17888,5950,24033,14.4
21193,10491,1489,7096,1906,10835,30.9
21193,49380,8234,30907,10239,50959,30.9
21195,13906,1045,6799,6062,13826,31.4
21197,25094,4063,17781,3250,25406,26.5
21199,4455,480,3088,887,4136,18.9
21199,18730,2055,9894,6781,19965,18.9
21201,6829,1284,4541,1004,4783,24.6
21203,30567,4940,22304,3323,30497,24.2
21205,36025,4302,21207,10516,40794,25.4
21207,33149,5018,20508,7623,32660,25
21209,92959,6576,50579,35804,82877,10.4
21211,80232,6819,43141,30272,74600,11.5
21213,32193,3760,19295,9138,31408,15.1
21215,30520,2260,18350,9910,29245,8.8
21217,14515,2285,8760,3470,18039,21.3
21219,21877,2845,15229,3803,20220,20.4
21221,22414,2234,12361,7819,21466,14.5
21223,15327,2204,8709,4414,16473,14.8
21227,47189,5285,27978,13926,44975,18.5
21235,30752,3773,21629,5350,32759,29.3
21235,49422,8364,35425,5633,48579,29.3
21235,8631,1248,6011,1372,8444,29.3
21237,16959,2961,11967,2031,18556,32.2
21239,43661,3557,20142,19962,42468,12.1
22101,97458,10663,45863,40932,106045,22.2
22103,507650,36432,222872,248346,503567,9.8
22105,193718,26071,111251,56396,191495,21.5
22107,9059,1642,4382,3035,9055,31.6
22109,194679,25339,89875,79465,188653,21.1
22111,32764,5052,12985,14727,43291,20.2
22113,93296,11691,50080,31525,95412,19.6
22115,103219,25214,56555,21450,102074,14.9
22117,24349,3871,12207,8271,25258,27.8
22117,55706,8415,37505,9786,54647,27.8
22119,71392,7904,37899,25589,66150,24.1
22121,52627,7158,14679,30790,55237,16.8
22123,21891,3036,13878,4977,21231,23.8
22125,30563,3511,10474,16578,29050,23.7
22127,27441,3519,16609,7313,25948,24.3
24510,1420023,160881,970520,288622,1368644,21.8
26109,7175,564,5794,817,7503,13
26109,3043,255,2130,658,3038,13
26109,14826,927,9779,4120,15309,13
26109,4174,398,2719,1057,3991,13
26109,6034,316,3058,2660,5598,13
26109,5722,886,2172,2664,4697,13
26165,4494,253,3069,1172,3886,17.8
26165,32545,2205,21389,8951,30476,17.8
26165,10081,707,7450,1924,10801,17.8
26165,6978,620,4253,2105,6589,17.8
26165,32608,2777,14247,15584,27798,17.8
26147,66663,1191,46949,18523,62089,13.8
26147,19625,912,10106,8607,19107,13.8
26147,11271,590,8185,2496,12713,13.8
26147,46635,1201,23296,22138,43767,13.8
26147,29072,560,19308,9204,26810,13.8
26147,91424,8393,63689,19342,93692,13.8
26147,20895,784,13692,6419,20326,13.8
26147,45328,5828,12303,27197,43923,13.8
26101,3443,204,1631,1608,3060,14.2
26101,17265,963,8879,7423,15395,14.2
26101,6369,579,2382,3408,5632,14.2
26101,5708,283,1005,4420,5219,14.2
26101,5980,1098,1780,3102,5746,14.2
26103,11399,969,7339,3091,11724,15.1
26103,9017,329,5758,2930,14674,15.1
26103,12897,310,8033,4554,12962,15.1
26103,34110,1035,18111,14964,33342,15.1
26103,16365,531,11438,4396,16234,15.1
26103,1172,51,107,1014,1156,15.1
26103,2943,215,269,2459,2880,15.1
26103,478,27,22,429,291,15.1
26103,21282,9196,2956,9130,19788,15.1
26105,5236,470,2382,2384,4712,15.3
26105,23104,1150,5021,16933,22788,15.3
26105,14518,1056,8829,4633,13097,15.3
26105,22408,2532,7317,12559,19275,15.3
26107,20677,1370,13017,6290,18776,20.7
26107,12985,1310,8518,3157,12141,20.7
26107,22787,1874,11854,9059,23409,20.7
26107,24500,3296,8565,12639,22141,20.7
26111,15660,716,9845,5099,14896,9.5
26111,91236,2262,51858,37116,93515,9.5
26111,7832,480,5236,2116,11292,9.5
26111,32880,3427,13763,15690,31299,9.5
26111,20617,1132,14867,4618,19712,9.5
26113,11667,896,7009,3762,11546,14.7
26113,10009,512,7345,2152,9405,14.7
26115,27360,1257,18938,7165,26644,10
26115,43537,1001,34209,8327,45546,10
26115,16604,375,10895,5334,15483,10
26115,13979,285,11587,2107,14634,10
26115,21443,631,7675,13137,23140,10
26115,11385,557,8126,2702,10904,10
26115,60080,3744,32916,23420,61444,10
26115,6936,173,5417,1346,6645,10
26115,7011,118,4769,2124,6356,10
26115,53925,8632,14600,30693,53312,10
26115,30592,1560,17840,11192,28296,10
26117,10023,648,6746,2629,9887,15.6
26117,9702,764,5634,3304,8135,15.6
26117,39519,2067,27444,10008,37329,15.6
26117,13451,935,8059,4457,13984,15.6
26117,18326,1209,12887,4230,16454,15.6
26117,6449,639,4530,1280,6594,15.6
26117,25523,4409,8999,12115,19760,15.6
26119,3213,335,338,2540,2871,17
26119,5474,390,2228,2856,5084,17
26121,31058,1527,21055,8476,31679,18.8
26121,9866,769,6787,2310,9145,18.8
26121,17939,1177,10022,6740,16666,18.8
26121,54696,7478,33895,13323,55273,18.8
26121,0,0,0,0,1120,18.8
26121,10673,273,7962,2438,10199,18.8
26121,29579,2404,19708,7467,30381,18.8
26121,12642,438,8805,3399,12685,18.8
26121,43506,1733,29391,12382,42665,18.8
26121,63945,18816,15626,29503,61188,18.8
26121,42900,1158,28031,13711,39685,18.8
26121,25158,1557,15190,8411,27738,18.8
26121,21645,1521,16277,3847,20853,18.8
26123,25605,2055,16087,7463,24794,17.2
26123,18717,1411,14778,2528,17767,17.2
26123,11286,753,8305,2228,10779,17.2
26123,384,50,82,252,334,17.2
26123,17745,1246,10761,5738,15955,17.2
26123,11123,944,6914,3265,10025,17.2
26123,20932,3318,7237,10377,19103,17.2
26125,48290,1523,26554,20213,45127,8.7
26125,107300,679,44259,62362,125037,8.7
26125,33890,868,20924,12098,30144,8.7
26125,96099,1291,64597,30211,88478,8.7
26125,25262,448,14316,10498,29906,8.7
26125,155122,3159,81893,70070,155515,8.7
26125,38858,4337,23386,11135,37689,8.7
26125,46084,1721,28801,15562,42823,8.7
26125,43889,2826,25527,15536,39392,8.7
26125,117303,2201,72848,42254,114536,8.7
26125,95157,1877,62917,30363,89332,8.7
26125,103023,2992,66886,33145,92757,8.7
26125,92765,838,44364,47563,105444,8.7
26125,64613,2016,43663,18934,59479,8.7
26125,65775,14248,15148,36379,69672,8.7
26125,194327,2051,125504,66772,169769,8.7
26125,72725,1156,31191,40378,61516,8.7
26125,54621,4779,39715,10127,48931,8.7
26125,38451,2334,17790,18327,36696,8.7
26125,63447,1136,45418,16893,72932,8.7
26125,19145,1340,12637,5168,16752,8.7
26125,103349,5283,39496,58570,103640,8.7
26125,163631,3614,93749,66268,172142,8.7
26125,184283,3623,107144,73516,193905,8.7
26125,126274,8607,74066,43601,132589,8.7
26125,81985,1974,43398,36613,69036,8.7
26125,286410,50172,36408,199830,218823,8.7
26163,21770,892,15223,5655,20838,22.9
26163,41215,875,31043,9297,39755,22.9
26163,21241,797,14910,5534,18574,22.9
26163,251095,20486,153823,76786,266196,22.9
26163,26949,2157,21645,3147,25876,22.9
26163,40121,3052,32103,4966,40451,22.9
26163,838553,193905,430745,213903,807406,22.9
26163,17761,4452,9647,3662,16005,22.9
26163,52344,1647,32603,18094,48761,22.9
26163,28915,2147,21752,5016,28382,22.9
26163,55208,3311,35060,16837,50915,22.9
26163,38277,1745,26470,10062,34401,22.9
26163,22956,605,15763,6588,22022,22.9
26163,106132,1050,67734,37348,107107,22.9
26163,36649,7336,24655,4658,33014,22.9
26163,21408,1749,16616,3043,20850,22.9
26163,29679,922,20467,8290,27702,22.9
26163,2430,0,8,2422,569,22.9
26163,62511,5604,40225,16682,60947,22.9
26163,191932,3840,118677,69415,222858,22.9
26163,99578,608,63993,34977,92642,22.9
26163,193982,3324,124574,66084,198633,22.9
26163,44822,2490,28216,14116,41064,22.9
26163,26369,4939,13177,8253,23471,22.9
26163,27729,839,22983,3907,27390,22.9
26163,41447,3639,20134,17674,43706,22.9
26163,41593,1788,28934,10871,40028,22.9
26163,33109,660,20362,12087,33523,22.9
26163,56979,3914,33329,19736,55684,22.9
26163,145877,11598,90718,43561,138385,22.9
26163,67418,3641,39170,24607,81386,22.9
26163,354925,73019,108970,172936,342755,22.9
26163,81341,7336,56569,17436,83579,22.9
26163,24217,3529,17152,3536,23716,22.9
26163,60161,2104,38279,19778,56978,22.9
26127,16046,2077,8325,5644,18429,18
26127,3503,545,1946,1012,3515,18
26127,3454,167,289,2998,3272,18
26127,15411,2268,8579,4564,14730,18
26129,23275,1822,11535,9918,21264,17.3
26131,3149,539,665,1945,5189,15.8
26131,3973,296,1216,2461,3567,15.8
26131,12457,7389,2208,2860,9084,15.8
26133,10805,843,6954,3008,10269,19.1
26133,9655,897,5911,2847,9327,19.1
26133,6025,673,3325,2027,5776,19.1
26133,16449,1303,10717,4429,14872,19.1
26135,5831,611,2619,2601,5881,18.6
26135,3235,303,430,2502,3689,18.6
26137,33195,1337,16753,15105,30675,14
26137,8248,525,1525,6198,7291,14
26137,1761,282,97,1382,1584,14
26139,32225,875,22074,9276,29416,9
26139,31116,639,19636,10841,28949,9
26139,59666,2192,38936,18538,56871,9
26139,72141,474,50018,21649,84298,9
26139,76932,1897,37385,37650,78863,9
26139,53874,3710,26045,24119,53464,9
26139,31029,411,18503,12115,61307,9
26139,68542,1428,40783,26331,76838,9
26139,109201,11916,19303,77982,106089,9
26139,89727,5541,49392,34794,90620,9
26141,7008,507,3027,3474,6321,14.7
26141,2754,170,1127,1457,2386,14.7
26141,5818,366,3092,2360,5633,14.7
26143,12733,1202,1849,9682,12246,17.7
26143,15451,2082,5079,8290,15351,17.7
26143,12406,3061,5121,4224,12187,17.7
26145,18430,1085,14003,3342,17085,17.8
26145,18138,2967,12188,2983,15941,17.8
26145,22899,1485,18522,2892,21928,17.8
26145,15663,864,11547,3252,23298,17.8
26145,14085,247,7621,6217,12498,17.8
26145,18386,770,14002,3614,17489,17.8
26145,12888,385,8626,3877,11839,17.8
26145,7269,417,4940,1912,7809,17.8
26145,81874,17348,52853,11673,76641,17.8
26145,49226,2126,32505,14595,48065,17.8
26145,10268,513,7702,2053,13324,17.8
26145,62202,21086,17835,23281,49867,17.8
26145,17438,160,13745,3533,17359,17.8
26149,2809,308,1994,507,2707,14.9
26149,8684,363,5912,2409,8104,14.9
26149,7300,476,3757,3067,6274,14.9
26149,15096,922,10103,4071,14337,14.9
26149,6747,313,3896,2538,6487,14.9
26149,35422,2631,25332,7459,35839,14.9
26149,29103,1805,17941,9357,27332,14.9
26149,8726,640,3645,4441,8780,14.9
26149,20794,3391,7679,9724,19204,14.9
26149,1272,175,751,346,1256,14.9
26151,9534,624,7206,1704,9043,15.5
26151,4421,225,2581,1615,4043,15.5
26151,22776,1659,15872,5245,21808,15.5
26151,5718,479,3702,1537,6061,15.5
26151,3931,276,3097,558,3608,15.5
26151,8887,653,6977,1257,8947,15.5
26151,11032,781,7388,2863,10116,15.5
26151,11295,2067,4214,5014,8694,15.5
26153,9713,726,4508,4479,9555,14.8
26155,9693,356,7648,1689,9330,12
26155,19373,1046,14518,3809,19050,12
26155,15305,777,10988,3540,14450,12
26155,5803,284,4178,1341,5812,12
26155,9142,253,7437,1452,8825,12
26155,33196,2587,24438,6171,31839,12
26155,13852,787,9728,3337,17996,12
26155,11775,259,8766,2750,10851,12
26155,24211,3296,9968,10947,21291,12
26157,3993,296,1587,2110,5427,13.6
26157,18569,1149,13419,4001,18742,13.6
26157,10630,693,7720,2217,10472,13.6
26157,6774,456,5159,1159,6310,13.6
26157,7345,685,4888,1772,7202,13.6
26157,12421,668,9739,2014,11456,13.6
26157,9085,662,5940,2483,9416,13.6
26157,12399,1360,9285,1754,12040,13.6
26157,32104,4052,13842,14210,26211,13.6
26159,13456,1737,9278,2441,12792,16.5
26159,238,0,207,31,216,16.5
26159,13114,1129,9058,2927,12097,16.5
26159,8047,934,469,6644,6588,16.5
26159,9246,1346,6473,1427,8295,16.5
26159,9475,410,6324,2741,10604,16.5
26159,14789,1559,10858,2372,16658,16.5
26159,7027,462,4666,1899,6204,16.5
26159,11335,620,7507,3208,11682,16.5
26159,39231,710,29700,8821,46895,16.5
26159,24207,1027,16084,7096,26030,16.5
26159,24935,1801,10059,13075,30480,16.5
26159,47083,7247,15565,24271,43474,16.5
26161,250114,6069,104559,139486,244282,14.6
26161,33566,321,17989,15256,30007,14.6
26161,49740,517,27751,21472,43909,14.6
26161,51087,2348,32834,15905,47643,14.6
26161,15095,499,8073,6523,14004,14.6
26161,72212,456,40377,31379,68876,14.6
26161,14047,487,5845,7715,12087,14.6
26161,64508,7577,29871,27060,62045,14.6
26161,114050,16082,21789,76179,112834,14.6
27103,8497,659,292,7546,8657,8
27103,5362,118,3182,2062,5007,8
27103,27352,906,19437,7009,33812,8
27103,5270,1420,1986,1864,5399,8
27163,269,0,204,65,219,4.5
27163,6839,26,1007,5806,5750,4.5
27163,86395,2901,58899,24595,94028,4.5
27163,45682,857,27087,17738,44561,4.5
27163,256830,7347,160754,88729,270457,4.5
27163,129154,3564,69754,55836,132272,4.5
27163,879,0,0,879,1377,4.5
27157,15248,345,9958,4945,15347,7.6
27157,15344,771,10279,4294,14583,7.6
27157,15688,567,12201,2920,15501,7.6
27157,7824,341,5240,2243,9819,7.6
27123,4149,2873,16,1260,4236,13.9
27123,168656,5900,108248,54508,160002,13.9
27123,171835,8205,111966,51664,153606,13.9
27123,117997,5577,74733,37687,111264,13.9
27123,121136,4215,72092,44829,119805,13.9
27123,55584,666,32541,22377,56740,13.9
27123,0,0,0,0,38200,13.9
27123,691304,67911,460782,162611,696509,13.9
27171,24530,894,19705,3931,24802,5.3
27171,61074,3658,36114,21302,65348,5.3
27171,23124,576,15563,6985,22398,5.3
27171,75896,2536,52390,20970,83059,5.3
27171,29983,472,20685,8826,30895,5.3
27171,16664,455,10208,6001,23997,5.3
27171,11516,219,8005,3292,10714,5.3
